Aaden has 	 fav team: Cardinals 	 RedSox friends: 47 	 Cardinals friends: 18
Remington has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 63
Remy has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 46
Renata has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 25
Rene has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 49
Renee has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 51
Reuben has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 42
Rex has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 49
Rey has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 33
Reyna has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 25
Rhett has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 45
Rhys has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 56
Ricardo has 	 fav team: Cardinals 	 RedSox friends: 43 	 Cardinals friends: 43
Richard has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 25
Ricky has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 26
Rihanna has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 32
Riley has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 39
River has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 43
Riya has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 33
Robert has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 55
Roberto has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 53
Rocco has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 22
Roderick has 	 fav team: Cardinals 	 RedSox friends: 43 	 Cardinals friends: 45
Rodney has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 48
Rodolfo has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 24
Rodrigo has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 51
Rogelio has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 50
Roger has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 37
Rohan has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 40
Roland has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 28
Rolando has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 51
Roman has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 33
Romeo has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 43
Ronald has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 32
Ronan has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 39
Ronin has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 53
Ronnie has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 24
Rory has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 25
Rosa has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 57
Rosalie has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 46
Rose has 	 fav team: Cardinals 	 RedSox friends: 42 	 Cardinals friends: 44
Roselyn has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 24
Rosemary has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 34
Ross has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 28
Rowan has 	 fav team: Red Sox 	 RedSox friends: 35 	 Cardinals friends: 29
Rowen has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 57
Roy has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 46
Royce has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 31
Ruben has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 43
Ruby has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 52
Rudy has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 60
Russell has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 47
Ruth has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 29
Ryan has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 25
Ryann has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 38
Ryder has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 44
Ryker has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 40
Rylan has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 25
Ryland has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 36
Rylee has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 30
Ryleigh has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 43
Rylen has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 37
Rylie has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 28
Saanvi has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 39
Sabrina has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 28
Sadie has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 46
Sage has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 58
Saige has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 44
Salma has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 21
Salvador has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 39
Salvatore has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 32
Sam has 	 fav team: Red Sox 	 RedSox friends: 36 	 Cardinals friends: 29
Samantha has 	 fav team: Cardinals 	 RedSox friends: 17 	 Cardinals friends: 46
Samara has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 34
Samir has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 47
Samiyah has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 43
Samson has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 61
Samuel has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 27
Sandra has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 14
Saniya has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 48
Saniyah has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 48
Santiago has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 46
Santino has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 51
Santos has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 38
Sara has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 28
Sarah has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 20
Sarahi has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 26
Sarai has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 31
Sariah has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 20
Sariyah has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 30
Sasha has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 20
Saul has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 50
Savanna has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 23
Savannah has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 45
Sawyer has 	 fav team: Cardinals 	 RedSox friends: 39 	 Cardinals friends: 40
Scarlet has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 39
Scarlett has 	 fav team: Red Sox 	 RedSox friends: 62 	 Cardinals friends: 23
Scarlette has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 34
Scott has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 53
Seamus has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 45
Sean has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 33
Sebastian has 	 fav team: Cardinals 	 RedSox friends: 46 	 Cardinals friends: 58
Selah has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 24
Selena has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 39
Semaj has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 31
Serena has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 40
Serenity has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 36
Sergio has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 30
Seth has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 47
Shane has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 25
Shannon has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 17
Sharon has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 31
Shaun has 	 fav team: Red Sox 	 RedSox friends: 37 	 Cardinals friends: 33
Shawn has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 32
Shayla has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 48
Shelby has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 44
Sheldon has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 48
Sherlyn has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 33
Shiloh has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 30
Sidney has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 50
Siena has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 49
Sienna has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 52
Sierra has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 58
Silas has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 28
Simeon has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 22
Simon has 	 fav team: Red Sox 	 RedSox friends: 38 	 Cardinals friends: 33
Simone has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 26
Sincere has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 49
Sky has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 24
Skye has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 28
Skyla has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 27
Skylar has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 62
Skyler has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 56
Sloan has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 41
Sloane has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 25
Sofia has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 49
Sofie has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 28
Solomon has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 50
Sonia has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 42
Sonny has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 46
Sophia has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 32
Sophie has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 38
Soren has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 30
Spencer has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 29
Stanley has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 29
Stefan has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 46
Stella has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 55
Stephanie has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 54
Stephen has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 29
Sterling has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 31
Steve has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 45
Steven has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 55
Sullivan has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 59
Summer has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 54
Susan has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 49
Sydney has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 38
Sylas has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 50
Sylvia has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 27
Tabitha has 	 fav team: Red Sox 	 RedSox friends: 40 	 Cardinals friends: 26
Talia has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 53
Taliyah has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 31
Talon has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 39
Tamia has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 55
Tanner has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Tara has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 53
Taraji has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 29
Taryn has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 35
Tate has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 21
Tatiana has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 30
Tatum has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 46
Taylor has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 20
Teagan has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 33
Temperance has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 39
Tenley has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 49
Teresa has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 30
Terrance has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 53
Terrell has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 60
Terrence has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 55
Terry has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 29
Tess has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 48
Tessa has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 44
Thaddeus has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 23
Thalia has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 36
Theo has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Theodore has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 45
Thiago has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 58
Thomas has 	 fav team: Red Sox 	 RedSox friends: 47 	 Cardinals friends: 25
Tia has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 56
Tiana has 	 fav team: Red Sox 	 RedSox friends: 35 	 Cardinals friends: 34
Tiffany has 	 fav team: Red Sox 	 RedSox friends: 61 	 Cardinals friends: 29
Timothy has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 48
Tinley has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 35
Titan has 	 fav team: Red Sox 	 RedSox friends: 63 	 Cardinals friends: 34
Titus has 	 fav team: Red Sox 	 RedSox friends: 59 	 Cardinals friends: 33
Tobias has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Toby has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 48
Todd has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 21
Tomas has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 45
Tommy has 	 fav team: Red Sox 	 RedSox friends: 55 	 Cardinals friends: 31
Tony has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 28
Tori has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 31
Trace has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 31
Travis has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 41
Trent has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 31
Trenton has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 50
Trevon has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 51
Trevor has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 47
Trey has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 49
Trinity has 	 fav team: Red Sox 	 RedSox friends: 64 	 Cardinals friends: 37
Tripp has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 28
Tristan has 	 fav team: Cardinals 	 RedSox friends: 19 	 Cardinals friends: 32
Tristen has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 43
Tristian has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 36
Tristin has 	 fav team: Red Sox 	 RedSox friends: 51 	 Cardinals friends: 27
Triston has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 58
Troy has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 45
Truman has 	 fav team: Cardinals 	 RedSox friends: 21 	 Cardinals friends: 44
Trystan has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 36
Tucker has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 18
Turner has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 26
Ty has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 48
Tyler has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 43
Tyree has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 30
Tyrell has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 48
Tyrone has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 50
Tyson has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 29
Ulises has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 27
Uriah has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 51
Uriel has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 53
Urijah has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 61
Valentin has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 50
Valentina has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 47
Valentino has 	 fav team: Cardinals 	 RedSox friends: 30 	 Cardinals friends: 51
Valeria has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 21
Valerie has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 55
Van has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 31
Vance has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 53
Vanessa has 	 fav team: Cardinals 	 RedSox friends: 39 	 Cardinals friends: 45
Vaughn has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 54
Vera has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 22
Veronica has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 34
Vicente has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 49
Victor has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 46
Victoria has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 26
Vihaan has 	 fav team: Cardinals 	 RedSox friends: 38 	 Cardinals friends: 48
Vincent has 	 fav team: Cardinals 	 RedSox friends: 29 	 Cardinals friends: 62
Vincenzo has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 34
Violet has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 28
Virginia has 	 fav team: Cardinals 	 RedSox friends: 21 	 Cardinals friends: 39
Vivian has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 36
Viviana has 	 fav team: Red Sox 	 RedSox friends: 56 	 Cardinals friends: 29
Vivienne has 	 fav team: Cardinals 	 RedSox friends: 45 	 Cardinals friends: 53
Wade has 	 fav team: Cardinals 	 RedSox friends: 23 	 Cardinals friends: 50
Walker has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 37
Walter has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 45
Warren has 	 fav team: Cardinals 	 RedSox friends: 20 	 Cardinals friends: 39
Waylon has 	 fav team: Cardinals 	 RedSox friends: 40 	 Cardinals friends: 52
Wayne has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 64
Wendy has 	 fav team: Red Sox 	 RedSox friends: 39 	 Cardinals friends: 30
Wesley has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 36
Westin has 	 fav team: Red Sox 	 RedSox friends: 41 	 Cardinals friends: 21
Weston has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 53
Whitney has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 47
Will has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 38
Willa has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 44
William has 	 fav team: Red Sox 	 RedSox friends: 58 	 Cardinals friends: 34
Willie has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 47
Willow has 	 fav team: Cardinals 	 RedSox friends: 24 	 Cardinals friends: 48
Wilson has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 37
Winston has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 34
Winter has 	 fav team: Cardinals 	 RedSox friends: 37 	 Cardinals friends: 49
Wyatt has 	 fav team: Cardinals 	 RedSox friends: 31 	 Cardinals friends: 63
Xander has 	 fav team: Cardinals 	 RedSox friends: 22 	 Cardinals friends: 43
Xavi has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 50
Xavier has 	 fav team: Cardinals 	 RedSox friends: 27 	 Cardinals friends: 42
Ximena has 	 fav team: Red Sox 	 RedSox friends: 43 	 Cardinals friends: 35
Xzavier has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 47
Yael has 	 fav team: Red Sox 	 RedSox friends: 42 	 Cardinals friends: 23
Yahir has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 39
Yamileth has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 28
Yandel has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 44
Yareli has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 55
Yaretzi has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 28
Yaritza has 	 fav team: Red Sox 	 RedSox friends: 57 	 Cardinals friends: 43
Yasmin has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 42
Yehuda has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 20
Yesenia has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 23
Yosef has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 34
Yousef has 	 fav team: Red Sox 	 RedSox friends: 48 	 Cardinals friends: 30
Yusuf has 	 fav team: Red Sox 	 RedSox friends: 54 	 Cardinals friends: 24
Zachariah has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 48
Zachary has 	 fav team: Cardinals 	 RedSox friends: 36 	 Cardinals friends: 54
Zackary has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 23
Zahra has 	 fav team: Red Sox 	 RedSox friends: 60 	 Cardinals friends: 41
Zaid has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 49
Zaiden has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 40
Zain has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 54
Zaire has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 31
Zander has 	 fav team: Red Sox 	 RedSox friends: 49 	 Cardinals friends: 26
Zane has 	 fav team: Cardinals 	 RedSox friends: 25 	 Cardinals friends: 52
Zaniyah has 	 fav team: Cardinals 	 RedSox friends: 28 	 Cardinals friends: 40
Zara has 	 fav team: Cardinals 	 RedSox friends: 33 	 Cardinals friends: 47
Zaria has 	 fav team: Cardinals 	 RedSox friends: 32 	 Cardinals friends: 47
Zariah has 	 fav team: Cardinals 	 RedSox friends: 35 	 Cardinals friends: 50
Zariyah has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 36
Zavier has 	 fav team: Red Sox 	 RedSox friends: 52 	 Cardinals friends: 33
Zayden has 	 fav team: Red Sox 	 RedSox friends: 50 	 Cardinals friends: 25
Zayne has 	 fav team: Cardinals 	 RedSox friends: 41 	 Cardinals friends: 63
Zechariah has 	 fav team: Red Sox 	 RedSox friends: 53 	 Cardinals friends: 25
Zeke has 	 fav team: Cardinals 	 RedSox friends: 34 	 Cardinals friends: 50
Zion has 	 fav team: Cardinals 	 RedSox friends: 26 	 Cardinals friends: 40
Zoe has 	 fav team: Red Sox 	 RedSox friends: 45 	 Cardinals friends: 30
Zoey has 	 fav team: Red Sox 	 RedSox friends: 44 	 Cardinals friends: 38
Zoie has 	 fav team: Red Sox 	 RedSox friends: 46 	 Cardinals friends: 31
Zuri has 	 fav team: Cardinals 	 RedSox friends 24 	 Cardinals friends 64
